SubjectID	Weight	gender	age	educ	work
3323669973094718144	23021.206476878604	1	25	3	1
5413337214202462947	21056.871577318154	2	58	2	2
6269016405102145669	14484.11535933536	1	49	2	1
6341074104264852918	7154.446450745806	1	41	2	2
6629304165209878676	10356.377091156253	2	39	3	1
6629304165209878726	9206.831083025392	1	61	3	1
7000244658853125248	78324.33060833282	2	23	2	1
7926341023773842907	30182.67106031771	2	49	2	1
5034735005655	5264.377433110125	1	61	3	1
5034735007090	4254.813132410512	1	77	3	2
1585271561336594509	4423.914362395623	2	46	3	1
1585271561336775094	9207.469415117204	2	31	3	2
1585271561336776582	6438.840513075551	2	43	3	1
1585271561336997631	2044.9018945138582	1	65	3	2
1585271561336997909	3315.4602291349124	2	43	3	1
1585271561337047809	2044.9018945138582	1	85	3	2
1945561321382562700	2044.9018945138582	1	78	3	2
2017619186364528193	2017.0158683154575	1	46	3	1
3179552246924931283	3575.52800211363	2	45	3	2
6133915128677065217	3315.4602291349124	2	41	3	1
6341074104264849925	16549.238550094815	2	27	2	1
6341074104264851920	3594.8030549075856	2	69	3	2
7143595913532651072	4269.367612080581	1	54	2	1
8583872020953723010	2044.9018945138582	1	67	3	2
1585271561336687656	2042.263439330556	1	49	3	1
1585271561336713655	2274.349399591688	2	69	3	2
6351198944655221760	11047.310010754654	1	17	2	2
8368292901415230336	17618.705091258405	1	22	2	2
432351254888983489	9747.014614889602	1	29	2	1
1585271561336653798	2428.3007132295247	1	58	3	2
1585271561336659448	5688.9510099157915	2	58	2	1
1585271561336736404	5072.6001224015545	1	40	2	1
1585271561336747584	7620.262579442398	2	68	3	2
1585271561336889825	2137.7849963146455	1	79	3	2
1585271561336925176	3151.8621102685865	1	49	3	1
4764817325728904256	11580.577057999246	1	16	2	2
6052843423965704147	2007.8587535282963	1	42	3	1
6629304165209878245	2301.670768531773	2	46	3	1
6701373375454320448	21241.295228887604	2	20	2	2
1019402946456776064	12650.959264656198	1	50	2	1
1585271561336609251	3330.685697151192	1	48	3	2
1585271561336629194	1931.8677086449281	1	48	3	1
1585271561336739500	3283.153057161282	2	58	3	2
1585271561336973855	2652.768116016008	1	54	3	1
1585271561337032788	3152.708186285279	1	51	2	1
2233793240305005121	30909.88333831885	2	24	3	1
2954368644292678914	1931.8677086449281	1	50	3	1
3395726566295383232	22676.070087463664	1	41	2	1
3613185181546237632	5545.157539424139	1	47	2	1
5125858492799742592	5237.858843515775	1	35	3	1
6052843423965704533	3911.5770522607304	1	38	2	1
6052843423965704632	13143.722193735144	2	34	3	1
6341074104264849840	3615.9581484110013	1	39	3	1
6629304165209876697	3481.8243772417613	1	54	2	2
6629304165209877396	3298.6679364905717	1	43	3	1
6629304165209877531	6017.175112111339	1	52	2	1
6629304165209879072	3635.09589380422	2	38	3	1
7719818773213429760	9360.833399721372	1	58	2	1
729597129627263360	12050.668760359575	2	59	2	2
1585271561336585140	25197.944164950633	1	63	2	1
1585271561336636981	5063.607042193909	1	45	3	1
1585271561337039378	11405.857945349688	2	49	2	2
2675223200943256320	21648.270588770134	2	42	2	2
6341074104264852120	14848.64147669452	1	70	3	2
6341074104264855806	15527.203515831909	2	55	3	1
6998837283969502528	4830.084820315887	2	54	3	1
7277824762114536064	10853.92513742476	1	68	2	2
8512619571560708609	25702.382896309584	1	44	2	1
8801086065333309440	7825.830892199791	2	48	3	1
5034735005380	2889.193888436818	1	38	3	1
5034735006290	3270.4142431387686	2	56	3	1
5034735007826	2643.237808636453	2	55	3	2
801651206834378728	5494.414370724521	1	55	2	2
1585271561336585872	3315.4602291349124	2	40	3	1
1585271561336593563	6922.404958273713	2	64	2	1
1585271561336740698	2696.699279345558	1	41	3	1
1585271561336914729	2160.9936132854073	1	45	3	1
1585271561337030477	5264.377433110125	1	57	3	1
1585271561337032396	7245.718395444675	1	42	2	1
1585271561337034666	7818.506110747435	2	31	3	1
1585271561337050228	16267.911221114367	2	33	3	1
1585271561337050348	8756.822209049424	2	41	3	1
2531033574337165545	4998.607918504109	1	63	2	1
2954368644292679104	3094.565320240359	2	42	3	1
9016218182378261760	2044.9018945138582	1	77	3	2
801651201304654386	7415.066485423879	1	47	2	1
1585271561336793077	1920.729529799042	1	79	3	2
2458978064964171584	3158.4180099883224	2	49	3	1
3098482975285223430	2455.901195426262	2	63	2	2
5413337214202463640	9504.059147596796	2	29	3	2
5631053880064911552	3129.45293164367	1	45	3	1
8574860238283842062	9611.655304503889	1	55	2	1
1585271561336849380	5337.720571420979	2	72	2	2
1585271561336948024	2549.6565232073062	2	74	3	2
1585271561337046755	2139.898333687521	1	73	3	2
4611692759732088904	2549.6565232073062	2	66	3	2
153131660580728321	3638.857160043331	2	68	2	2
792640496907067329	9503.497087396323	2	44	2	1
945929557552425408	4222.697522544854	1	50	3	2
1585271561336622490	3548.2088646994926	1	48	3	1
1585271561336746928	3233.5314618810626	1	63	3	1
1585271561336871299	8635.988771287439	1	40	2	1
1585271561336886530	4377.154093401341	2	51	3	1
2305848744076622061	5178.168741283953	2	75	3	2
4333955255287353088	6974.440753472231	2	41	3	1
5269224077618124482	30154.93222511606	1	22	2	1
6341074104264849549	5043.008095183306	2	41	3	1
6341074104264855680	4183.929502240684	1	52	3	1
6341074330978176731	2597.8738284639394	1	46	3	1
6629304165209876565	6336.783450905441	2	69	2	2
6629304165209877100	5777.9956777192	1	34	3	1
6629304165209877672	9095.152845972138	2	57	2	1
6629304165209878987	10724.7007633171	2	62	2	1
6629304165209879019	9569.121408047407	1	43	2	1
7935354974073820801	10486.046724588101	1	38	2	1
8872102004503143592	22351.411827535645	1	33	2	1
8872102518756436123	13967.788848507242	2	25	3	1
8935147025123495993	15433.615018756105	1	24	3	2
1585271561336979305	6664.171692131519	1	40	3	1
1585271561337011238	7663.874421756269	2	53	3	1
1873504623131539904	14594.194604558148	2	38	3	1
2531033574337164671	12918.839076913044	1	40	2	1
6629304165209877259	18438.98785369348	2	64	2	2
6782432877799019840	14484.11535933536	1	53	2	1
7782225885427882465	7856.386198145834	1	42	2	2
8718974580309866882	6293.560407047079	1	42	3	1
5034735006360	8314.73833159929	2	40	2	1
1585271561336684878	3270.4142431387686	2	58	3	1
1585271561336760173	3315.4602291349124	2	44	3	1
1585271561336966940	6438.840513075551	2	40	3	1
2305848744076624028	3594.8030549075856	2	59	3	2
6629304165209877164	5611.003412292884	1	37	3	1
6782431981998687553	2889.193888436818	1	44	3	1
8863091449405594688	2530.107680734748	1	60	3	1
1089880200596552898	1302.6029038024537	1	41	3	1
513421654593481613	2139.898333687521	1	69	3	2
1585271561336689620	6538.472417496922	1	57	2	1
1585271561336761397	2139.898333687521	1	66	3	2
1585271561336869193	2447.6943673292562	2	45	3	1
1585271561337040695	9156.333783125932	1	57	2	2
2315877319736039424	5492.462875748872	1	53	2	2
5919081127676350592	1960.340651514783	2	35	3	2
5980785973690676311	4850.87603254968	1	52	2	1
6052843423965704486	2007.8587535282963	1	40	3	1
6207637897419775808	2743.6223620873325	1	39	3	1
7782225973962771531	22156.45848551297	2	19	2	2
8584518194702434304	6441.383373694077	2	60	2	2
1224986669392302658	3642.4121046680884	2	50	3	1
1585271561336735957	4391.379974469894	2	58	3	2
1585271561336785635	6376.690231486674	1	63	2	2
1585271561336837356	3219.770430148743	2	45	3	1
1585271561336877966	3281.7156537184105	2	42	3	1
1585271561336892210	2238.4374011365862	1	52	3	1
1585271561336894247	1931.8677086449281	1	53	3	1
1585271561336966811	4930.734355068643	2	41	3	1
1585271561337000450	8635.988771287439	1	35	2	1
1585271561337045714	6006.414507784521	2	77	2	2
1738402666486487424	29873.621903466486	1	21	2	2
2458978064964168321	6299.732792974664	1	58	3	1
5413337214202464613	8817.27722312957	2	55	2	1
6052843423965704302	6878.094231503234	1	38	3	1
6269016405102146004	4850.112714452365	2	45	3	1
6341074104264853607	6285.553071376705	2	40	3	1
6629304165209878728	3397.3979033018463	2	58	3	2
6917534403121436906	6374.781447311497	2	46	2	2
7710168357802991121	8015.876287152895	1	32	3	1
153131660580731393	24652.373505697913	2	63	2	1
432351254888983304	4981.392526637147	1	52	3	1
801654071174829441	42047.40170738557	1	34	2	1
1585271561337041678	22106.70972613656	1	42	2	1
1585271561337045290	40838.20296787844	2	34	3	1
2387749754247665280	5682.434960568547	1	59	3	1
5557451185777150784	8245.553985155038	2	61	3	2
6566258848326419597	26765.62323990592	1	29	3	1
6566260438521653569	14073.873521530972	1	40	2	1
6629304165209878602	6476.628438479899	1	45	3	1
7926341023773842899	9318.78382182765	2	39	3	1
8872102518756436170	21056.871577318154	2	72	2	2
8935147025123497350	18239.003701672584	1	43	2	1
5034735005452	2126.173483841043	2	52	3	1
1585271561336587178	2530.107680734748	1	58	3	1
2387097836006503360	7630.963866248787	1	42	3	1
2810263319524575234	2530.107680734748	1	57	3	1
2954367870147815910	6770.198786460972	2	29	3	2
5413337214202462895	4196.790871881526	1	49	3	1
6629304165209876304	10633.167231452162	2	31	3	1
6701361217345428130	10400.568688640496	1	57	2	1
1585271561336618554	1425.6381020276765	1	54	3	1
4836878170552620928	2450.9092552120915	1	51	2	2
1585271561336621447	2607.344018205265	1	36	3	1
1585271561336693741	5814.878861207598	2	48	2	1
1585271561336845987	12776.377640128097	2	53	2	1
1585271561336873452	5010.018459617889	1	25	3	1
1585271561336891914	1663.8334269909062	1	38	3	1
1585271561336898784	1488.4169256762962	1	54	3	2
2305848744076623805	4646.806086026094	2	67	3	2
2388172198237733952	1662.1902454863725	1	44	3	1
6052843423965704604	2301.670768531773	2	45	3	1
6629304165209876318	8806.976425029014	2	43	2	2
504410762191814656	9623.371452400992	2	33	3	1
1585271561336729315	6006.414507784521	2	65	2	2
1585271561336750880	5445.284603914035	2	49	3	1
1585271561336967049	5095.197165707488	2	39	3	1
1585271561336998365	4576.228773046013	2	64	3	1
1585271561337043815	5410.771917069721	2	39	2	1
1955897069110247552	30321.570024557182	1	17	2	2
2954367870147816266	30909.88333831885	2	17	2	2
4179347521753443651	4485.913388444539	1	64	3	1
5269224077618120706	5967.200535083916	2	67	3	2
6629304165209878480	12553.140069283647	2	53	2	2
6711372482613118656	4793.369062063746	1	41	2	2
369307611172955267	37388.15171394645	2	30	2	2
1297043019275485448	9166.42252670101	1	38	3	1
1585271561336939446	14293.855668585036	2	42	2	1
1585271561336995569	6038.693559100999	2	51	3	1
1585271561337025904	12236.920403932883	2	52	2	1
1585271561337042491	24652.373505697913	2	59	2	1
1585271561337045107	10909.024686294355	1	50	2	1
5918009276137129152	11232.643611124751	2	52	2	1
5980785973690676310	5872.397972026726	1	39	3	1
6341074104264850616	22575.428891039326	2	54	2	2
6629304165209877741	78317.45834026136	1	20	2	1
6710375698481687808	13858.458613158991	1	45	2	1
5034735007663	4692.8415159117685	1	46	2	2
288237581944941634	3929.303289487528	1	39	3	1
360293909705804944	5494.414370724521	1	59	2	2
720593120072025728	2017.0158683154575	1	53	3	1
1585271561336687509	4196.790871881526	1	52	3	1
3170538921476869614	3594.8030549075856	2	75	3	2
4827866083748751168	4423.914362395623	2	49	3	1
5485395267197878929	3440.946096576273	1	60	3	1
6341074104264853961	3094.565320240359	2	35	3	1
8718974580309866987	4200.575213998379	2	54	2	1
8935148960500683264	2831.9162543963384	2	74	3	2
1585271561336646820	3134.6270141229757	2	64	3	1
1585271561336666006	3979.02458423439	2	36	3	1
1585271561336991778	4094.5617973353396	1	41	3	1
1585271561337002175	17618.705091258405	1	34	2	1
1729390231323622146	2274.349399591688	2	75	3	2
2089677781257942850	6235.815710807376	1	27	3	1
2748556770660878848	1302.6029038024537	1	40	3	1
1585271561336647901	2449.3747388268634	1	41	3	1
1585271561336652108	2428.3007132295247	1	66	3	2
1585271561336655678	2607.344018205265	1	37	3	1
1585271561336706568	4203.463829603951	1	37	2	1
1585271561336920198	2112.7998885395436	2	70	3	2
1585271561336980137	4706.480069511971	1	31	3	1
1585271561337048385	3429.6705789367284	2	38	3	1
1585271561337049394	2575.6282849020868	2	51	3	1
4899922101829706292	6441.383373694077	2	62	2	2
5980785973690676359	2451.796102614462	1	38	3	1
6341074104264851715	18638.190991671487	2	20	2	2
6341074330978176528	2089.334160526338	2	40	3	1
6629304165209876465	3743.811745827328	1	55	3	1
6629304165209877102	5982.508681733603	2	57	3	1
6701361217345428556	3464.7647503312505	2	66	3	2
360293909705804966	10549.68563733854	2	65	2	2
1513216769065888450	3830.9052098891893	2	48	3	1
1585271561336654221	4373.786378589445	1	54	2	1
1585271561336690295	5120.083287007743	1	53	2	1
1585271561336947694	3215.2140816778438	2	75	3	2
1585271561337024150	7512.6392352653265	2	59	3	1
3747001432213728006	16404.782956986674	1	32	3	1
5260210116220431689	5410.771917069721	2	41	2	1
6052845823833075649	8894.404934149381	1	33	3	1
6196961000847506304	8745.788251787422	1	48	2	1
6341074104264849999	6195.6634604921055	1	32	3	1
6629304165209876597	2987.442024293004	1	62	3	2
6629304165209878014	10192.913791454092	2	35	2	2
6629304165209878939	5653.623532559416	2	40	3	1
7493997168215632960	8745.788251787422	1	46	2	1
801649857622746368	9391.143031688922	1	42	3	1
1585271561336970332	16072.01814382311	1	36	2	1
1585271561336980199	3681.3754545454294	2	49	3	1
1585271561337006339	20975.064930066033	2	50	2	1
1585271561337012250	10917.163407037453	2	41	2	2
1585271561337026367	7762.8983027500735	1	67	2	2
2305848744076621669	21489.281590874438	2	48	2	1
2315771904801083520	4697.1163084057525	2	46	3	2
2603093264099100098	15617.03619061085	2	73	2	2
4611692333961081179	6634.733196129235	2	37	3	1
5558855676650468032	5063.607042193909	1	48	3	1
6196958805535047072	13190.28650665698	1	36	3	1
6341074104264853588	5872.397972026726	1	41	3	1
6341074104264855726	15855.398249651958	1	42	2	1
6629304165209879230	4471.12900949067	2	49	3	1
7926341023773842946	8486.184125606876	2	38	3	1
5034735005583	4941.322441404151	2	40	2	2
5034735006221	2889.193888436818	1	38	3	1
5034735006454	2710.7107211597922	1	60	3	1
5034735006650	2277.9430700039893	2	46	3	1
5034735006734	2781.0662942873296	1	86	3	2
801651201304655977	11886.545126107252	2	46	2	1
1585271561336993205	6120.568998004533	2	49	2	1
1585271561337025791	2530.107680734748	1	62	3	1
2305848744076623163	3270.4142431387686	2	59	3	1
2531033574337165534	7159.552582403958	1	56	3	1
5413337214202460685	12863.092691905975	1	31	3	1
6196959944688255748	2710.7107211597922	1	55	3	1
6629304165209876933	2017.0158683154575	1	48	3	1
1657332156207574592	3086.445889035419	1	41	2	1
1585271561336811616	3464.7647503312505	2	72	3	2
1585271561336817146	3719.074165994671	2	43	3	1
1585271561336869359	3086.714628730528	2	55	3	1
1585271561336981780	15090.229781918779	2	44	2	1
1585271561337016995	2557.8387771743733	2	58	3	1
2305848744076622034	2549.6565232073062	2	69	3	2
2305848744076622609	5400.842272853152	1	70	2	2
5476383163815322062	21145.756115278484	2	20	2	1
360293909705804820	7240.3455845181115	2	65	2	2
729712922215720896	2620.092947268423	1	40	3	2
1585271561336612087	2437.5716378100033	1	47	3	1
1585271561336629703	8442.580327099273	2	60	2	1
1585271561336689498	4883.523685152344	2	53	3	1
1585271561336818958	7019.13813776428	2	64	2	2
1585271561336835255	7545.117476350504	2	58	2	1
1585271561336852104	5201.937998370786	2	41	3	1
1585271561336908326	7173.8729415852	2	58	2	1
1585271561336940860	8872.884990729093	2	40	3	1
1585271561337018950	5120.083287007743	1	53	2	1
1585271561337045708	16464.92219137136	2	46	2	1
2892056331466722048	4576.277928567766	1	44	3	1
3386713074957469667	5397.365543310672	2	65	3	2
5476385132355153731	11610.03574481421	2	32	3	2
6052843423965704579	4103.069281220782	2	44	3	1
6052843423965704855	3984.746228030732	2	41	3	1
6855056768729065536	2803.3769022975825	2	39	3	1
1585271561336932070	16797.53789409351	2	55	3	1
1585271561337011414	6098.975934383882	1	48	3	1
1585271561337027389	13997.789680145204	2	46	2	1
1585271561337032919	10799.922960657606	2	49	3	1
1585271561337051847	19725.669008341156	2	49	2	1
2244486851721978624	19175.51611142902	2	69	2	2
4261634874748827264	14902.605744543725	2	43	3	1
4620703683897942483	16185.117112760838	2	53	2	1
4910160931952330112	6753.32549810014	2	46	3	1
6205971677594288401	4250.233722651868	1	67	3	2
6350087523696081922	11613.726238736299	2	83	3	2
6566659724270706496	6041.943734626336	2	43	3	1
7782225885427882839	7254.454927258001	1	57	3	1
7926341023773842716	18915.548506216022	2	43	2	1
5034735005772	2044.9018945138582	1	69	3	2
5034735006309	4254.813132410512	1	66	3	2
5034735007117	5222.1134860563325	2	68	2	2
1585271561336679141	4946.810459817111	2	52	2	2
1585271561337049104	3395.019223315724	2	54	2	2
3602897003238989568	5327.734655011401	1	39	2	1
3747002051529435203	2044.9018945138582	1	69	3	2
5269223397473400449	6182.119354342569	1	33	3	1
6135509184494389568	8291.391012417582	1	50	2	1
6855602435397291456	2044.9018945138582	1	69	3	2
8142515912690091586	4208.608408393549	2	43	3	1
1585271561336620067	2777.6284620993147	2	41	3	1
1585271561336964185	3485.088778981081	2	75	3	2
1585271561337048990	1206.4295926808834	1	56	3	1
6052843423965704350	4524.515456445828	2	46	3	1
6341072931965192555	10085.035711662878	2	38	2	1
1585271561336818045	3719.074165994671	2	44	3	1
1585271561337036044	15038.18347106355	1	19	2	2
1585271561337054053	1560.4130766400165	2	54	3	1
4323473004444957504	20593.39828702808	1	19	2	2
6052843423965704211	2631.9913786796697	1	53	3	1
6052843423965704278	1561.955644895325	2	48	3	1
6629304165209878792	3429.6705789367284	2	41	3	1
7791241356403508288	6929.044020842163	2	22	3	1
432351254888983234	3298.6679364905717	1	42	3	1
1585271561336689415	6750.482350062292	2	60	3	2
1585271561336779794	4876.332776204996	2	41	2	1
1585271561336946013	3218.3575135447763	1	77	3	2
1585271561337013563	3384.9059940591824	1	74	3	2
1585271561337027705	1931.8677086449281	1	50	3	1
1955281342598668800	6687.573478927616	2	39	2	2
2305848744076622988	7468.296243838949	1	64	3	1
3242598036180166795	8015.876287152895	1	29	3	1
4467576858342743369	3288.870420045535	1	35	3	2
5269224077618133504	17763.267276639683	2	44	2	1
6341074104264851331	5237.858843515775	1	36	3	1
6341074104264853912	5850.156109430323	1	53	2	1
6629304165209877220	30909.88333831885	2	22	2	2
6638319868387086144	3136.4979179345482	1	52	3	1
8142515912690094339	20336.701093401916	1	35	2	1
441361688982365506	78324.33060833282	2	21	2	2
1441157903221328528	16874.412674450825	2	47	3	1
1585271561336701790	4345.5528102228545	2	35	3	2
1585271561337006992	15739.33954227624	2	58	3	1
1585271561337041128	11772.395488739105	2	60	3	2
1667991858692970944	5809.87372063867	2	36	3	1
1882516638049059136	5872.397972026726	1	37	3	1
2305848744076622855	5872.801229492706	2	45	3	2
5269224077618126723	6474.831023214756	1	43	3	2
5917742103239452545	13858.458613158991	1	53	2	1
5980785973690676487	14752.99715630035	1	37	2	1
6196958960424243976	65279.50149065786	1	20	2	2
6341074104264851940	7693.764954800888	2	79	3	2
6566343064921883072	14656.072852197463	1	33	3	1
6638901112779565952	71112.31609416116	1	23	2	1
6917536006719960193	11673.236185417549	2	59	3	1
5034735005329	3094.565320240359	2	42	3	1
5034735006929	2126.173483841043	2	48	3	1
5034735006995	2889.193888436818	1	38	3	1
5034735007542	7762.929098469371	1	43	2	1
5034735007817	2277.9430700039893	2	45	3	1
5034735007993	11085.380397444527	1	37	2	1
2594080828932125440	4196.790871881526	1	46	3	1
5548440520018748355	2160.9936132854073	1	54	3	1
5980786504561922313	4998.607918504109	1	57	2	1
6566260858770265344	2501.1119227220793	2	35	3	2
6629315836711771456	2160.9936132854073	1	49	3	1
8070457953695831232	6438.840513075551	2	43	3	1
1585271561337036686	2189.01941728504	2	59	3	1
2954367870147815886	1302.6029038024537	1	38	3	1
7431984647764691520	10786.536795333419	1	44	2	2
297481961459196992	2139.898333687521	1	63	3	2
1585271561336656014	1662.1902454863725	1	43	3	1
1585271561336822105	5406.181351310487	1	69	2	2
1585271561336842648	2091.399601145243	2	41	3	1
1585271561336845160	2139.898333687521	1	78	3	2
1585271561336884663	5010.018459617889	1	27	3	1
1955483658249113216	13318.729324964077	1	29	2	1
6341074104264854493	8179.580358115411	2	42	3	1
9007204939872883399	1561.955644895325	2	51	3	1
792639191900656667	2320.871600583959	2	46	3	1
1152927875435249052	10549.68563733854	2	73	2	2
1513215508319052870	7417.681505385377	1	42	2	1
1585271561336642651	6974.440753472231	2	36	3	1
1585271561336696117	7495.857800655939	2	59	3	1
1585271561336732121	2913.272967602981	2	45	3	1
1585271561336823160	3889.1552864486844	2	38	3	1
1585271561336848067	10367.213678999038	2	33	3	1
1585271561336916793	3226.978726833081	2	47	3	1
1585271561336978142	4377.154093401341	2	51	3	1
1585271561337001114	10363.388431694595	2	43	2	1
1585271561337024964	2704.7260244557215	1	45	3	1
1810480241512646336	30909.88333831885	2	21	2	1
2233792637557837827	3172.1225850893093	2	37	3	2
2305848744076623813	2320.871600583959	2	52	3	1
2738194092690289070	28083.792715066385	2	18	2	2
6052843423965704408	2017.3398239556154	1	47	3	1
6629304165209878496	3889.1552864486844	2	35	3	1
6701361217345429137	3805.608266026589	1	54	3	2
7710168357802991173	26751.989660228046	2	23	3	1
801651206834380422	8725.648027346828	1	50	2	1
1162718558257272896	24652.373505697913	2	59	2	1
1585271561336804848	4250.233722651868	1	76	3	2
1585271561336872066	5732.271066813658	2	54	3	2
1585271561336898220	6896.039835684218	2	49	3	1
1585271561337009243	8160.23126089466	2	44	3	1
1585271561337027256	21418.31951599109	2	53	2	1
1585271561337030236	12917.31201025095	1	42	3	1
1585271561337033134	6149.940242501927	2	54	3	1
3098493762031499009	33674.164067979924	2	59	2	2
6341074104264855516	12945.761813589914	2	46	2	1
6629304165209876526	18233.89112794609	2	53	2	1
6629304165209876817	15617.03619061085	2	67	2	2
7071457816417786688	21056.871577318154	2	75	2	2
7421937898647071758	14052.383658590137	2	73	2	2
5034735006441	7818.506110747435	2	33	3	1
5034735007114	2277.9430700039893	2	51	3	1
5034735007718	3503.861522974984	2	62	3	1
5034735007930	5611.003412292884	1	37	3	1
153134287136805440	6438.840513075551	2	43	3	1
792640496907065921	2643.237808636453	2	70	3	2
1585271561336606614	2044.9018945138582	1	67	3	2
1585271561336856614	5499.766502462952	2	64	3	2
1585271561336948257	3315.4602291349124	2	37	3	1
1585271561337019983	2277.9430700039893	2	48	3	1
1585271561337020612	3315.4602291349124	2	38	3	1
4980992208465764567	7077.5020611004165	2	36	3	2
5125840900613696512	8908.257348382562	2	42	2	1
5908729607245342021	3644.3171029857426	2	38	3	2
7349882466748590337	5222.1134860563325	2	68	2	2
7358892977604607235	2891.595644554632	2	49	3	1
1585271561336658072	3485.088778981081	2	63	3	2
1585271561336969288	8932.967225323055	1	32	3	1
4188356816114175107	2943.221007714114	1	66	3	2
1585271561336910031	5332.44910399097	2	76	2	2
1585271561336927316	2160.6032424001246	1	37	3	1
1585271561337020669	2728.5080047243932	1	41	3	1
3747002051529432896	5341.180539282714	2	22	3	1
5332267584642577289	18990.901787100163	1	17	2	2
6341074104264850176	5101.187886511867	1	53	3	1
6341074104264853247	8279.859776345818	2	42	2	1
144121238185984078	5764.015862207331	2	39	3	1
1017826062559977601	4078.9366549534366	1	52	2	1
1585271561336631152	3581.723153330571	1	64	3	1
1585271561336707839	4720.498876545412	1	36	3	1
1585271561336714514	3808.676179609318	2	44	3	1
1585271561336777533	3563.8481369145384	2	54	3	2
1585271561336891503	3832.0522878402776	1	62	3	1
1585271561337037650	28478.177586907426	1	17	2	2
2233792637557839684	9361.157840914524	2	45	2	1
2666135989930538402	27619.130480793803	1	34	2	1
3395966305854640768	5703.825424523136	1	39	3	1
5476385132355148416	2153.1415095648126	1	45	3	2
5629512838538415232	9068.076576036761	1	33	3	1
5980786504561921933	23881.726673518202	2	60	2	1
6052843423965704507	4172.763065105244	1	43	3	1
6557246880847484930	2761.389142191172	2	47	3	1
6629304165209876846	7099.816621786447	2	64	3	2
6629304165209876929	6414.421795824015	1	35	3	1
6629304165209877201	3867.5598366223667	1	74	3	2
8007410892637148046	4022.8246007809284	1	73	2	2
8574861487975360832	27619.130480793803	1	31	2	1
720580779483787593	11972.517633662126	1	56	2	1
1585271561336969870	12168.456875372924	2	46	2	1
1585271561336985407	8460.610132395866	2	51	2	1
1585271561337004144	25617.508285120075	1	42	2	1
1585271561337013256	16142.868799956352	1	55	2	1
1585271561337030719	13190.28650665698	1	43	3	1
2233792637557831104	9125.930518785603	2	44	3	1
2305848744076622129	7031.866119600293	1	69	3	2
3179550637820804480	41480.68359977024	1	28	2	1
4334174571474971328	8486.184125606876	2	37	3	1
5414686809741071680	16181.391430755059	2	42	3	1
5980785973690676226	14594.194604558148	2	41	3	1
6341072931965192020	5872.397972026726	1	37	3	1
6413131991367181000	9057.09660429536	1	45	2	1
6629304165209878514	13467.381580761981	2	40	2	1
8935147025123496239	5793.249341416183	1	41	3	1
9007204939872883098	24639.893866740113	2	42	2	1
5034735007612	3667.510647692849	1	43	3	1
5034735007951	2679.645200624213	2	40	3	2
1585271561336633726	2530.107680734748	1	59	3	1
1585271561336788247	3503.861522974984	2	62	3	1
1585271561336913512	4254.813132410512	1	70	3	2
1585271561337009367	5707.63500648874	1	54	3	1
2089677781257943872	2044.9018945138582	1	65	3	2
5053050532410441473	2126.173483841043	2	50	3	1
81073751971068033	1101.1690682036503	1	37	3	2
504410646068542657	4490.434239780846	2	63	3	1
1585271561336940367	3086.445889035419	1	40	2	1
1595671124747188544	3158.4180099883224	2	48	3	1
5269287358905844736	2061.1658870786873	2	51	3	1
6989594529735209985	4094.5617973353396	1	37	3	1
8358687489347898781	13250.46863707984	2	19	2	2
1234308997173066112	4151.604871759842	1	34	3	1
1585271561336953045	9635.254708947852	2	61	2	1
1657330526209969235	8665.587742257987	1	42	2	2
4260798282332200192	15075.326855895915	2	40	2	1
6052843423965704416	1478.6232412268914	1	47	3	1
6341074104264856058	5607.610788689278	2	64	3	2
7493997909187044738	12657.175315162694	1	31	2	1
504410762191816834	23041.081196654337	1	24	2	1
1585271561336627194	5116.881950810318	2	49	3	1
1585271561336627947	7008.592068615004	2	35	3	1
1585271561336830628	4476.822707797322	2	52	3	1
1585271561336905699	5566.254769093207	1	39	3	1
1585271561336936171	2343.2276029334535	1	51	3	2
1585271561336955795	9537.345253792726	1	28	3	1
1585271561337002393	3050.568069803703	1	63	3	2
1585271561337017810	20765.24036875199	1	20	2	1
1585271561337026641	12065.24315448582	2	41	3	2
1585271561337044151	5237.858843515775	1	40	3	1
2458976577495921091	30034.366297348963	1	23	2	1
6341074104264849757	2987.442024293004	1	75	3	2
6341074104264856331	10091.745951172987	2	75	3	2
6629304165209879097	10545.06685953796	2	40	2	1
6701361217345428411	9848.541375957027	1	58	2	1
7277824828470398784	2479.47581814094	1	48	3	1
1585271561336935973	7112.065849523269	1	46	3	1
1585271561336956973	5657.494892580647	1	40	3	1
1585271561336986667	12317.356724441648	1	55	2	2
1585271561337022649	9367.286182708276	2	58	3	1
1585271561337042328	5543.384421215978	2	54	3	2
2233791780476071248	12317.356724441648	1	69	2	2
2233792637557833537	8312.036924727798	2	36	2	1
3026426929536382337	6634.733196129235	2	38	3	1
3098483135638259014	7529.292354010862	2	37	3	1
4692759896965146434	21212.051287155653	2	68	2	2
6566258848326419530	12303.874411596546	2	62	3	2
7503064979059370880	18438.98785369348	2	69	2	2
8295641136078297952	10151.94818219146	2	42	3	1
8655932031432152448	78324.33060833282	2	15	2	2
8935148003885016646	8801.171640350058	2	49	2	2
9007204939872883494	5872.397972026726	1	38	3	1
5034735005591	3315.4602291349124	2	36	3	1
5034735006168	18283.515798487457	2	55	2	1
5034735007763	11085.380397444527	1	38	2	1
5034735007883	4196.790871881526	1	48	3	1
801651201304654160	2044.9018945138582	1	65	3	2
1585271561336643080	2044.9018945138582	1	69	3	2
